Site ID,Lat,Long,Elevation,Elevation_ds,Vegetation,Climate,Climate_ds,MAT,MAT_ds,MAP,MAP_ds,SRAD_ds,clay,silt,sand,bdod,cec,N,pH,soc
UK-BBB,53.86104,-0.4909216,NA,37,CRO,NA,Cfb,NA,9.35,NA,636,112452,24,33.2,42.8,0.0106,31.9,0.0597,6.2,8.61
UK-BBC,53.86088,-0.4865083,NA,37,CRO,NA,Cfb,NA,9.35,NA,636,112452,24,33.2,42.8,0.0106,31.1,0.0601,6.3,8.47
UK-BnB,54.82326,-6.669835,NA,43,WET,NA,Cfb,9.9,9.33,825,1138,106049,19.5,32.5,47.9,0.0092,35.5,0.1185,5,20.77
UK-CLs,58.370674,-3.9639542,NA,187,WET,NA,Cfb,NA,6.93,NA,1257,97630,6.7,17.3,76,0.0078,32.1,0.1495,4.1,43.78
UK-Cst,53.84995,-2.773793,NA,10,CRO,NA,Cfb,NA,9.28,NA,1109,111549,17.6,33.5,49,0.0096,29.7,0.0742,5.7,10.96
UK-Dke,58.427264,-3.968809,NA,148,WET,NA,Cfb,NA,7.3,NA,1198,97790,7.1,16.8,76.1,0.0072,35,0.1456,4.3,39.04
UK-DkF,58.431141,-3.9702661,NA,148,WET,NA,Cfb,NA,7.3,NA,1198,97790,7.4,15.8,76.8,0.0076,38.4,0.1529,4.4,43.21
UK-EBu,55.866,-3.2057778,NA,204,GRA,NA,Cfb,8,7.91,890,747,104474,12.2,24.4,63.4,0.0085,31.5,0.1112,5.4,21.86
UK-Ech,57.505657,-3.3087757,NA,272,WET,NA,Cfb,NA,6.89,NA,890,100199,9.7,20.5,69.8,0.0073,32.6,0.1275,4.1,31.36
UK-EHd,51.583199,-1.322469,NA,122,CRO,NA,Cfb,-1.322469,9.7,NA,719,118427,32.2,42,25.8,0.0098,28.8,0.0535,6.4,6.78
UK-ESa,55.9069444,-2.8586111,NA,100,CRO,NA,Cfb,8.5,8.03,600,768,105129,16.5,20.9,62.6,0.0089,30.8,0.0984,5.9,17.64
UK-GaB,55.10994,-6.529928,NA,36,WET,NA,Cfb,9.9,9.35,825,1170,105956,15.9,31.7,52.5,0.0091,37.6,0.1004,5.1,21.66
UK-Gnn,54.96185,-6.760763,NA,165,WET,NA,Cfb,9.9,8.6,825,1449,105940,15.7,35.1,49.2,0.0089,33.5,0.1416,4.9,24.81
UK-Gri,56.6072222,-3.7980556,NA,345,ENF,NA,Cfc,8.2,6.56,1200,1301,102071,12.9,17.7,69.5,0.0078,33.7,0.14,4.4,25.1
UK-Gst,60.230296,-1.240111,NA,50,WET,NA,Cfb,NA,7.49,NA,1207,94623,11.2,26.7,62.1,0.0083,37.4,0.1306,4.4,32.39
UK-GtF,52.470689,-0.192668,NA,-1,GRA,NA,Cfb,10,9.9,535,554,115176,36.5,40.4,23.1,0.0088,43.7,0.0768,6.4,9.64
UK-Gwr,54.85464,-5.988278,NA,310,WET,NA,Cfb,9.9,7.79,825,1278,105605,15.2,29,55.8,0.0092,38.4,0.142,4.8,28.6
UK-Ham,51.153533,-0.8583,NA,86,DBF,NA,Cfb,9.6,10.04,779,822,119736,24.3,49.3,26.5,0.0094,28.2,0.053,5.2,9.67
UK-Har,55.2127222,-2.0375278,NA,305,ENF,NA,Cfb,9,7.27,950,1137,108325,20.9,35.9,43.2,0.0087,33.8,0.0891,4.4,22.18
UK-Her,51.7837982,-0.47608,NA,141,CRO,NA,Cfb,NA,9.87,695,696,116140,30.1,41.2,28.7,0.01,28.9,0.0615,5.8,8.46
UK-LBT,51.5215,-0.1389,NA,36,URB,NA,Cfb,11.3,10.78,592,640,114770,NA,NA,NA,NA,NA,NA,NA,NA
UK-Lns,58.391024,-3.765051,NA,185,WET,NA,Cfb,NA,7.16,NA,1139,97602,8.1,20.7,71.2,0.0075,35.8,0.1416,4,41.68
UK-MrH,54.695035,-2.388234,NA,598,WET,NA,Cfb,NA,5.74,NA,1808,106935,15,35,49.9,0.009,39.4,0.141,4.5,29.22
UK-Myg,53.854618,-2.779574,NA,10,GRA,NA,Cfb,NA,9.28,NA,1109,111635,16.9,35.5,47.6,0.01,34,0.0723,5.7,11.26
UK-PL1,51.5332985,-1.48333,NA,186,CRO,NA,Cfb,9.2,9.39,800,750,118429,35.2,42.6,22.2,0.0096,25.8,0.0526,6.4,6.63
UK-PL2,51.4333,-1.23333,NA,107,GRA,NA,Cfb,9.2,9.84,800,713,118694,33,41.5,25.5,0.0091,28.2,0.0674,5.7,7.57
UK-PL3,51.45,-1.2666667,NA,125,DBF,NA,Cfb,9.2,9.78,800,728,118783,26.5,49.1,24.4,0.0091,26.8,0.0557,5.2,9.31
UK-Png,52.422332,-4.068402,NA,27,CRO,NA,Cfb,10.1,9.59,1074.7,1132,120124,21.2,43.5,35.3,0.0103,29.1,0.0734,5.7,7.53
UK-Po1,53.45704,-0.9139667,NA,0,GRA,NA,Cfb,NA,9.51,NA,547,112513,26.8,45.9,27.4,0.0092,42.6,0.0762,6,10.53
UK-Po2,53.45905,-0.9082767,NA,0,GRA,NA,Cfb,NA,9.5,NA,544,112548,25,48.2,26.8,0.0092,42.9,0.0777,6.3,10.44
UK-Po3,53.45659,-0.910275,NA,0,GRA,NA,Cfb,NA,9.51,NA,547,112513,27.4,45,27.6,0.0094,42.5,0.0764,6.3,11.17
UK-Pob,53.430831,-0.922198,NA,5,CRO,NA,Cfb,10.2,9.5,616,546,112371,29.8,38.6,31.6,0.0094,40.7,0.0701,6.5,9.67
UK-Rdm,52.442948,0.419533,NA,-9,CRO,NA,Cfb,NA,10.16,NA,584,116915,32.8,35.7,31.6,0.0101,31.2,0.0795,6.7,7.69
UK-Rsh,53.25981,-0.5257917,NA,48,CRO,NA,Cfb,NA,9.67,NA,584,113749,32.1,35.3,32.6,0.0113,31.4,0.073,6.4,8.36
UK-Stm,52.331415,0.224473,NA,3,CRO,NA,Cfb,10.7,10.07,535,554,115525,31.9,38.8,29.3,0.0088,40.1,0.0755,6.7,9.17
UK-Swt,52.435915,-0.259556,NA,6,CRO,NA,Cfb,NA,9.79,NA,578,115023,36.4,40.8,22.8,0.0101,41.7,0.0703,6.7,8.75
UK-Tad,51.2070999,-2.82864,NA,6,GRA,NA,Cfb,11.1,10.37,NA,832,122879,39.4,42.1,18.5,0.0106,32.2,0.0743,6.5,7.09
UK-WdC,51.82715,-0.948449,NA,96,CRO,NA,Cfb,-0.948449,9.94,NA,655,116586,29,40.4,30.6,0.0105,30.6,0.0619,6.1,9.06
UK-Wdd,51.830757,-0.950881,NA,94,CRO,NA,Cfb,NA,9.94,NA,655,116623,28.6,38.2,33.2,0.0103,31,0.0581,6.3,8.26
UK-Wot,52.459926,-0.184811,NA,-4,GRA,NA,Cfb,10,9.9,535,554,115101,38.5,43.2,18.3,0.0082,43.9,0.0817,6.3,11.54
US-A03,70.4953,-149.8823,5,1,BSV,ET,Dsc,-11.2,-11.64,115.1,146,79232,22,35,43.1,0.0049,55.6,0.123,5.9,28.37
US-A10,71.3242,-156.6149,4,2,BSV,ET,ET,-11.2,-11.97,115.1,107,75186,28.2,32.8,39,0.0049,47,0.116,5.7,35.94
US-A32,36.8193,-97.8198,335,337,GRA,Cfa,Cfa,33.9,14.78,889,816,192015,25,59.2,15.8,0.0148,19.7,0.0186,6.1,2.21
US-A39,36.3776,-96.069,306,216,CRO,Csa,Cfa,14.95,15.12,965,999,188009,33.9,47.3,18.8,0.0137,21.4,0.0543,6.1,3.77
US-A74,36.8085,-97.5489,337,340,CRO,Cfa,Cfa,33.9,14.61,889,823,190606,24.3,62.8,12.9,0.0146,17.6,0.0236,6.1,2.36
US-AaG,33.1105,-91.6282,33,37,GRA,Cfa,Cfa,17.4,17.3,1410,1389,187896,26.5,66.9,6.6,0.014,20.5,0.0279,5.7,2.55
US-Act,39.582,-84.755,263,290,WAT,Cfa,Dfa,11.1,10.74,907,1049,163759,NA,NA,NA,NA,NA,NA,NA,NA
US-ADR,36.7653,-116.6933,842,831,BSV,Bwh,BWk,17.5,17.04,110,108,234015,13.4,30.3,56.3,0.0143,12.1,0.004,8.8,0.39
US-Akn,33.3825,-81.5653,93,97,MF,NA,Cfa,NA,17.3,NA,1195,192147,34.8,28.8,36.4,0.0141,14.3,0.0303,5,5.35
US-ALQ,46.0308,-89.6067,NA,510,WET,Dfb,Dfb,NA,4.03,NA,808,146956,10,48.5,41.4,0.0112,19.3,0.0542,4.9,4.59
US-An1,68.99,-150.28,600,366,OSH,NA,Dfc,NA,-9.62,NA,212,84225,26,42.9,31.1,0.004,70.3,0.1278,5.7,34.48
US-An2,68.95,-150.21,600,404,OSH,NA,Dfc,NA,-9.73,NA,215,84467,25.1,42,32.8,0.0043,65.6,0.122,5.6,33.78
US-An3,68.93,-150.27,600,417,OSH,NA,Dfc,NA,-9.75,NA,214,84547,18.7,43.4,37.8,0.0048,64.9,0.1239,5.6,27.89
US-AR1,36.4267,-99.42,611,617,GRA,Dsa,Cfa,NA,14.45,NA,584,201982,17.8,33,49.2,0.0146,10.4,0.0118,7.3,0.98
US-AR2,36.6358,-99.5975,646,646,GRA,Dsa,BSk,NA,14.23,NA,600,202316,3.9,6.7,89.4,0.0145,3.1,0.004,5.2,0.46
US-ARb,35.5497,-98.0402,424,420,GRA,Cfa,Cfa,NA,15.34,NA,793,197000,29.1,50.3,20.6,0.0149,14.8,0.0332,6.1,2.1
US-ARc,35.5465,-98.04,424,420,GRA,Cfa,Cfa,NA,15.34,NA,793,197000,28.8,50.5,20.7,0.0148,16,0.0305,6.1,2.09
US-ARM,36.6058,-97.4888,314,312,CRO,Cfa,Cfa,14.76,14.92,843,859,190465,24.2,63.1,12.7,0.0152,18.5,0.0196,5.9,1.94
US-ASH,36.1697,-120.201,147,147,DBF,Bwk,BSk,18.1,17.22,210,175,214472,34.1,33.6,32.2,0.015,21,0.0492,7.5,4.56
US-ASL,36.9466,-120.1024,78,79,DBF,Bwk,BSk,16.7,16.42,311,264,212368,24.6,35.9,39.5,0.0158,22.1,0.0261,7.3,2.69
US-ASM,36.1777,-120.2026,147,147,DBF,Bwk,BSk,18.1,17.22,210,175,214384,32.5,35.6,31.9,0.0154,21.8,0.0238,7.6,2.27
US-Atq,70.4696,-157.4089,15,21,WET,ET,ET,-9.7,-10.68,93,133,78283,14.6,18.9,66.6,0.0033,48.3,0.1061,5.2,40.23
US-Aud,31.5907,-110.5104,1469,1489,GRA,Bsk,BSk,14.85,15.92,438.35,462,231583,19.3,21.2,59.5,0.0139,16.7,0.0119,7.1,1.06
US-Bar,44.0646,-71.2881,272,326,DBF,Dfb,Dfb,5.61,5.93,1245.77,1233,152742,7.4,31.9,60.7,0.0098,46.2,0.1372,4.5,17.33
US-BCM,27.6953,-80.7114,23,8,WET,Cwa,Cfa,22.6,22.41,1142,1233,209118,8.2,13,78.8,0.0108,33.3,0.1722,6,7.56
US-Bd4,35.8139,-89.9862,70,70,CRO,Cfa,Cfa,NA,15.6,NA,1238,182499,36.9,44.1,19.1,0.0132,22.1,0.0291,6.4,2.37
US-Bd5,35.8105,-90.0194,70,70,CRO,Cfa,Cfa,NA,15.64,NA,1237,182230,38.8,42.4,18.8,0.0132,19.9,0.0304,6.2,2.12
US-Bd6,35.814,-90.0194,70,70,CRO,Cfa,Cfa,NA,15.64,NA,1237,182230,40.9,41.8,17.3,0.0132,19.4,0.0306,6.2,2.07
US-BdA,35.8089,-90.0327,NA,70,CRO,Cfa,Cfa,NA,15.64,NA,1237,182026,31.2,36.8,32,0.0134,19.5,0.0315,6.2,2.07
US-BdC,35.8089,-90.0284,NA,70,CRO,Cfa,Cfa,NA,15.64,NA,1237,182026,31.7,41.8,26.5,0.0133,19.3,0.0309,6.1,2.16
US-Beo,71.281,-156.6123,NA,7,WET,ET,ET,-11.3,-11.99,72,109,75349,26.8,35,38.1,0.0042,49.1,0.1125,5.3,40.76
US-Bes,71.2809,-156.5965,4.6,6,WET,ET,ET,-12,-11.99,173,109,75244,26.2,33.3,40.4,0.004,50,0.1111,5.3,40.19
US-Bi1,38.0992,-121.4993,-2.7,-2,CRO,Csa,Csa,16,15.48,338,386,203904,30,58.7,11.3,0.0131,62.5,0.0711,6.4,10.67
US-Bi2,38.1091,-121.5351,-5,-2,CRO,Csa,Csa,16,15.48,338,379,203654,35.4,56,8.6,0.0124,65.5,0.0891,6,11.96
US-Bkg,44.3453,-96.8362,510,498,GRA,Dfa,Dfa,6.03,6.37,585.76,582,162911,28.6,44.2,27.2,0.0135,27.2,0.0352,6.5,3.95
US-Blk,44.158,-103.65,1718,1737,ENF,Dfb,Dfb,6.23,5.71,573.79,577,175587,23.1,52.6,24.4,0.0112,38.7,0.0854,5.8,11.35
US-Blo,38.8953,-120.6328,1315,1344,ENF,Csa,Csa,11.09,11.13,1226,1520,205512,15.6,38.3,46,0.0112,37.5,0.0487,5.8,11.99
US-BMM,45.783,-110.7776,2324,2275,GRA,Dfc,Dfb,NA,2.97,NA,560,166608,21.9,41.3,36.8,0.0107,30.8,0.049,6.2,6.48
US-Bn1,63.9198,-145.3782,518,387,ENF,Dsc,Dsc,NA,-3,NA,276,96880,10.2,60.6,29.2,0.0021,47.6,0.0996,5.4,22.29
US-Bn2,63.9198,-145.3782,410,387,DBF,Dsc,Dsc,NA,-3,NA,276,96880,10.2,60.6,29.2,0.0021,47.6,0.0996,5.4,22.29
US-Bn3,63.9227,-145.7442,469,451,OSH,Dsc,Dsc,NA,-2.8,NA,294,96494,7.8,56.4,35.8,0.0032,48.4,0.1035,5.2,23.69
US-Bo1,40.0062,-88.2904,219,217,CRO,Dfa,Dfa,11.02,11.01,991.29,1017,164799,33.2,58.6,8.2,0.0139,24.3,0.0338,6.2,3.64
US-Bo2,40.009,-88.29,219,217,CRO,Dfa,Dfa,11.02,11.01,991.29,1017,164861,33.9,58,8.2,0.014,23.9,0.0369,6.2,3.58
US-Br1,41.9749,-93.6906,313,315,CRO,Dfa,Dfa,8.95,8.97,842.33,851,165480,19.9,34.3,45.9,0.0147,19.8,0.018,6.8,1.84
US-Br2,41.9757,-93.6925,314,315,CRO,Dfa,Dfa,8.89,8.97,846.74,851,165515,19.9,34.3,45.9,0.0147,19.8,0.018,6.8,1.84
US-Br3,41.9747,-93.6936,313,315,CRO,Dfa,Dfa,8.9,8.97,846.6,851,165463,22,35.2,42.8,0.0148,22.2,0.0201,6.8,1.84
US-BRG,39.2167,-86.5406,180,211,GRA,Cfa,Cfa,11.8,11.51,1200,1103,166887,21.5,64.5,14,0.014,20.4,0.0512,6,4.19
US-Brw,71.3225,-156.6092,1,2,WET,ET,ET,-12.6,-11.97,85,107,75186,27.4,35,37.5,0.0052,48.7,0.1168,5.3,36.76
US-Bsg,43.4712,-119.6909,1398,1408,OSH,Bsk,BSk,7.36,7.39,289,269,183965,20.5,36,43.5,0.0133,19.9,0.0184,7.1,1.78
US-BSM,41.7297,-70.3644,0.5,6,WET,Dfb,Cfa,9.9,10.05,1195,1125,158502,9.4,23.5,67.1,0.0123,32,0.1076,5.3,11.39
US-BZB,64.6955,-148.3208,100,136,WET,Dfd,Dfc,-2.4,-2.68,274,294,99410,10.3,55.6,34.1,0.0019,49.4,0.0855,5.5,12.85
US-BZF,64.7013,-148.3121,95,143,WET,Dfd,Dfc,-2.4,-2.68,274,294,99385,10.9,54.7,34.4,0.0042,49.7,0.0873,5.6,11.7
US-BZL,64.9194,-147.8222,188,200,WET,Dfd,Dfc,-2.4,-2.6,274,304,99011,14.3,70.3,15.4,0.0056,50.3,0.0772,5.7,20.48
US-BZo,64.6936,-148.33,100,163,WET,Dfd,Dfc,-2.4,-2.68,274,294,99397,11.1,56.7,32.2,0.0042,50.5,0.0828,5.4,11.4
US-BZS,64.6963,-148.3235,100,136,ENF,Dfd,Dfc,-2.4,-2.68,274,294,99410,9.8,56.5,33.7,0.0028,49.7,0.0842,5.5,12.63
US-CaV,39.0633,-79.4208,994,974,GRA,Cfb,Cfb,7.97,7.84,1317,1194,159265,21.6,39.8,38.6,0.0119,63.9,0.1431,5.3,17.87
US-CC1,44.0732,-89.6787,314,315,CRO,Dfb,Dfb,7.5,6.71,906.5,814,154233,23,9.3,67.7,0.0131,17.2,0.0773,5.8,5.08
US-CC2,44.1039,-89.6196,320,324,CRO,Dfb,Dfb,7.5,6.7,906.5,812,154050,13.9,11.6,74.4,0.0128,18.4,0.0655,5.8,4.7
US-CdM,37.5241,-109.7471,1860,1859,WSA,Bsk,BSk,11.3,10.8,348,297,212586,13.8,35.8,50.4,0.0147,13.5,0.0105,7.7,1.28
US-Ced,39.8379,-74.3791,58,55,CSH,Cfa,Cfa,11.04,11.53,1138,1147,167325,8.3,27.5,64.2,0.0126,25.5,0.0512,4.7,8.39
US-CF1,46.7815,-117.0821,794,795,CRO,Dsb,Csb,9,8.24,550,611,164430,21.8,69.8,8.4,0.0128,21.8,0.0298,5.8,5.28
US-CF2,46.784,-117.0908,807,795,CRO,Dsb,Csb,9,8.32,550,583,164420,22.4,69,8.6,0.0131,23.1,0.0284,5.8,4.52
US-CF3,46.7551,-117.1261,795,783,CRO,Dsb,Csb,9,8.42,550,559,164817,22.8,68.5,8.7,0.0126,22.4,0.0286,6,5.02
US-CF4,46.7518,-117.1285,795,786,CRO,Dsb,Csb,9,8.42,550,559,164817,21.3,70.2,8.6,0.0124,22.2,0.0293,6,5.08
US-CGG,37.938,-121.9761,119.5,132,GRA,Csa,Csb,16,15.51,419,507,201412,29.6,47.7,22.6,0.0145,23,0.0274,6.6,3.04
US-ChR,35.9311,-84.3324,286,285,DBF,Cfa,Cfa,13.91,13.95,1358.85,1241,178188,28.4,40.2,31.4,0.0128,15.6,0.0346,5.4,5.75
US-Cms,71.3202,-156.6223,6,2,WET,ET,ET,-12.6,-11.97,274,107,75141,27.4,35.4,37.2,0.005,50,0.1116,5.8,37.84
US-CMW,31.6637,-110.1777,1199,1209,DBF,Bsh,BSk,17,17.61,288,352,233346,19.6,28.2,52.2,0.0143,14.6,0.0136,7.7,1.15
US-Cop,38.09,-109.39,1520,1905,GRA,NA,BSk,NA,9.61,NA,330,210396,21.9,35.1,43,0.0136,14.7,0.0137,7.5,1.64
US-CPk,41.068,-106.1187,2750,2747,ENF,Dfc,Dfc,6.1,2.42,545,551,186360,22.9,34.8,42.3,0.0114,26.6,0.0616,5.8,7.99
US-CRT,41.6285,-83.3471,180,179,CRO,Dfa,Dfa,10.1,9.74,849,854,155395,39.3,48.8,11.9,0.0147,22.3,0.0565,6.4,4.29
US-CS1,44.1031,-89.5379,328,342,CRO,Dfa,Dfb,7,6.72,830,808,154150,8,9.8,82.2,0.0132,16.1,0.0623,6.1,5.56
US-CS2,44.1467,-89.5002,328,340,ENF,Dfa,Dfb,7,6.72,830,809,154429,9.4,11,79.7,0.0129,16.1,0.0686,5.4,5.34
US-CS3,44.1394,-89.5727,328,327,CRO,Dfa,Dfb,7,6.77,830,814,153596,7,9.1,83.9,0.0135,15.5,0.0573,5.7,5.2
US-CS4,44.1597,-89.5475,328,330,CRO,Dfa,Dfb,7,6.77,830,814,153717,5.9,10.3,83.8,0.0133,15.5,0.0632,5.6,4.13
US-CS5,44.1095,-89.5377,328,342,CRO,Dfa,Dfb,7,6.72,830,808,153943,7.4,9.5,83.2,0.0133,14.5,0.0635,6,4.37
US-Cst,33.0442,-91.9204,50,53,ENF,Cfa,Cfa,17.4,17.07,1410,1409,188651,19.8,59.5,20.7,0.0136,13.1,0.0229,5.3,3.29
US-Ctn,43.95,-101.8466,744,746,GRA,NA,BSk,NA,8.58,NA,436,174432,45.6,43,11.3,0.0141,35.2,0.0226,7,2.47
US-CwG,34.9682,-83.3951,657,685,GRA,Dfb,Cfa,12.9,12.79,1495,1789,183130,22.1,25.9,52,0.0122,35,0.0522,5.5,6.52
US-Cwt,35.0592,-83.4275,690,904,DBF,Dfb,Cfb,13,12.07,1800,1808,182778,22,25.8,52.2,0.0111,35.7,0.0619,5,10.49
US-CX1,40.833,-104.76,1600,1660,GRA,NA,BSk,8.4,9.02,340,369,192142,23.3,21.1,55.5,0.0139,19.1,0.0166,6.9,1.26
US-CX2,40.8402,-104.7672,1600,1660,GRA,NA,BSk,8.4,8.91,340,371,191982,23.7,19,57.3,0.0138,16.7,0.016,7,1.71
US-CZ1,37.1088,-119.7313,400,398,SAV,NA,Csa,NA,16.66,NA,542,215486,13.1,20.1,66.8,0.015,9.6,0.0314,6.2,2.53
US-CZ2,37.0311,-119.2566,1160,1128,ENF,NA,Csb,NA,13.3,NA,842,217971,14.6,27,58.4,0.012,22.2,0.035,6,5.63
US-CZ3,37.0674,-119.1951,2015,1907,ENF,NA,Csb,NA,9.04,NA,956,216490,10.5,20.2,69.4,0.0107,22.8,0.0352,6,8.53
US-CZ4,37.0675,-118.9867,2710,2568,ENF,NA,Dsc,NA,5.03,NA,739,216760,3.9,18.9,77.2,0.0106,15,0.0432,5.2,7.51
US-DCS,25.7626,-80.9078,2.05,5,WET,Cwa,Aw,23.1,23.95,1312,1313,212889,24.1,30.9,44.9,0.0103,37.5,0.1557,7.1,10.24
US-Dea,32.8136,-115.4423,-53,-25,CRO,Dsa,BWh,20.5,22.4,131,69,232004,30.7,32.9,36.4,0.0124,21,0.0209,7.8,2.16
US-Deu,32.8056,-115.4456,-53,-20,URB,Dsa,BWh,20.5,22.4,131,69,231946,31.8,34.9,33.3,0.0124,21.8,0.0217,7.8,2.59
US-DFC,43.3448,-89.7117,264.9,253,CRO,Dfb,Dfb,7.65,7.32,787,799,157411,27.2,43.8,29,0.0137,20.7,0.0889,6.3,3.76
US-DFK,43.3453,-89.7154,210,250,CRO,Dfb,Dfb,7.65,7.32,787,799,157411,27.5,42.8,29.7,0.0139,20.1,0.0874,6.3,3.69
US-Dia,37.6773,-121.5296,323,266,GRA,Csa,Csb,15.6,16.44,265,376,204008,34.6,39.4,25.9,0.0141,27.3,0.0232,6.7,2.44
US-Dix,39.9712,-74.4346,48,48,MF,Cfa,Cfa,11.07,11.53,1126.63,1153,166677,9.5,25.4,65.2,0.0128,25.7,0.0518,4.7,9.57
US-Dk1,35.9712,-79.0934,168,165,GRA,Cfa,Cfa,14.36,14.78,1169.75,1165,181516,26.1,33.4,40.5,0.014,11.8,0.0257,5.5,3.24
US-Dk2,35.9736,-79.1004,168,165,DBF,Cfa,Cfa,14.36,14.78,1168.69,1165,181531,24.8,32.8,42.4,0.0133,12.4,0.0332,5,4.43
US-Dk3,35.9782,-79.0942,163,165,ENF,Cfa,Cfa,14.36,14.78,1169.69,1165,181472,27.1,32.4,40.5,0.0135,11.8,0.0345,5.1,3.73
US-Dmg,38.0015,-121.6691,1,1,WET,Csa,Csa,16.1,15.39,365,334,203379,34.5,31.1,34.4,0.0133,29.8,0.0565,7,6.57
US-DPP,28.1046,-81.419,23,22,ENF,Cwa,Cfa,22.6,22.34,1142,1221,207584,2.1,5.4,92.5,0.0127,26.5,0.1175,5,5.42
US-DPW,28.0521,-81.4361,23,18,WET,Cwa,Cfa,22.6,22.28,1142,1223,209068,NA,NA,NA,NA,NA,NA,NA,NA
US-DS1,38.1335,-121.539,-6,-1,CRO,Csa,Csa,16,15.48,432,392,203517,40.7,54.7,4.5,0.0122,58.5,0.0793,5.7,12.28
US-DS3,38.1235,-121.549,-7,-2,CRO,Csa,Csa,16,15.44,432,373,203399,42.6,52.7,4.8,0.0121,71.3,0.0825,6,11.28
US-EA4,29.6633,-98.3816,297,309,MF,Cfa,Cfa,20.3,19.49,836,854,202960,34.1,37.5,28.4,0.0151,21.5,0.0363,6.7,4.45
US-EDN,37.6156,-122.114,NA,4,WET,Csa,Csb,NA,14.83,NA,398,200383,41.3,43.1,15.6,0.0141,27.9,0.0567,7.1,5.97
US-EKH,36.8094,-121.7523,0.5,8,WET,Csb,Csb,10,13.77,894,553,198988,29,36.4,34.7,0.0128,24.9,0.05,6.5,10.01
US-EKP,36.8558,-121.7488,NA,30,WET,Csb,Csb,10,13.99,894,539,199819,30.2,39.9,29.9,0.0127,25.8,0.062,6.3,10.35
US-EKY,36.8105,-121.7487,NA,8,WET,Csb,Csb,10,13.89,894,521,199407,26.6,35.4,38,0.0126,21.7,0.0509,6.4,8.73
US-Elm,25.5519,-80.7826,0.77,4,WET,NA,Aw,NA,24.14,NA,1343,213419,27.2,45.7,27.1,0.0096,32.8,0.139,7.2,13.76
US-EML,63.8784,-149.2536,700,679,OSH,ET,Dfc,-1,-3.35,378,424,95522,12.3,50.9,36.8,0.0065,51.5,0.1071,5.1,25.22
US-EPM,30.8167,-99.8619,NA,648,SAV,Cfa,Cfa,19,18.02,600,597,211011,40.1,48.1,11.7,0.0147,35,0.0287,7.4,3.19
US-Esm,25.4379,-80.5946,1.07,6,WET,NA,Aw,NA,24.19,NA,1405,212191,26.8,43.2,29.9,0.0098,32.4,0.1249,7.1,14.08
US-EvM,25.3539,-80.381,0.332,4,WET,NA,Aw,24.2,24.35,1200,1377,216701,24.5,63.1,12.4,0.0073,33.2,0.1217,7.2,17.41
US-Fcr,65.3968,-148.9348,265,389,OSH,Dwc,Dfc,-2.4,-4.07,NA,294,97708,15.2,66.1,18.7,0.0022,43.2,0.0781,5.3,26.44
US-Fmf,35.1426,-111.7273,2160,2223,ENF,Csb,Csb,9.5,7.34,546,561,225199,25.2,52.8,22.1,0.0134,24.8,0.0203,6.4,3.55
US-FPe,48.3077,-105.1019,634,640,GRA,Bsk,BSk,5.48,7.49,334.8,317,162592,29.6,40.1,30.3,0.0126,23.4,0.023,7.4,2.88
US-FR1,29.93,-98.01,230,271,GRA,Cfa,Cfa,19.56,19.37,866.65,880,201070,46.3,35.1,18.6,0.0152,25.3,0.034,6.6,3.64
US-FR2,29.9495,-97.9962,271.9,266,WSA,Cfa,Cfa,19.48,19.42,864,878,201452,43.3,34.8,21.9,0.0154,25.6,0.0298,6.8,3.11
US-FR3,29.94,-97.99,232,266,CSH,Cfa,Cfa,19.59,19.42,869.23,878,201812,42.1,35.8,22.1,0.0149,24.1,0.0473,6.5,4.28
US-Fuf,35.089,-111.762,2180,2213,ENF,Csb,Csb,8.7,7.19,562,580,225598,24.1,48.6,27.3,0.013,23.3,0.0311,6.1,4
US-Fwf,35.4454,-111.7718,2270,2323,GRA,Csb,Csb,8.4,6.19,557,526,223034,26.4,44.3,29.3,0.0133,22.5,0.0189,6.7,2.4
US-GBT,41.3658,-106.2397,3191,3152,ENF,Dfc,Dfc,0.8,0.49,1200,510,184173,15,37.6,47.4,0.0109,27.9,0.0575,5.6,9.53
US-GCE,31.4441,-81.2835,0.625,9,WET,Cfa,Cfa,19.83,19.48,1284,1312,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-GLE,41.3665,-106.2399,3197,3152,ENF,Dfc,Dfc,0.8,0.49,1200,510,184173,15.3,37.7,47,0.0109,29.9,0.062,5.6,9.17
US-GMF,41.9667,-73.2333,380,425,MF,Dfb,Dfb,6.08,7.31,1258.79,1234,156142,9.7,40.2,50.1,0.007,61.1,0.1873,4.5,35.93
US-Goo,34.2547,-89.8735,87,98,GRA,Cfa,Cfa,15.89,16.17,1425.77,1435,186426,16.4,81.9,1.8,0.0131,14.8,0.0293,5.5,3.35
US-GZ1,46.5008,-116.8068,746,651,CRO,Csb,Csb,11.4,8.59,294.1,608,165943,23.4,65,11.6,0.0123,26.3,0.0328,6.3,5.47
US-GZ2,46.4978,-116.8047,731,651,CRO,Csb,Cfb,11.4,10.09,294.1,508,166191,24.1,63.4,12.5,0.0124,26.5,0.0337,6.3,5.88
US-GZ3,46.4949,-116.8019,713,651,CRO,Csb,Cfb,11.4,10.09,294.1,508,166191,23.4,64.1,12.6,0.0126,26.7,0.0331,6.5,6.37
